0,0,F,0,0,853
0,1,M,1,0,103
0,2,F,2,0,161
0,3,F,4,1,215
0,4,M,1,0,160
0,5,M,3,1,240
0,6,F,4,0,128
0,7,M,1,0,104
0,8,F,2,0,113
0,9,M,0,0,119
0,10,F,2,0,88
0,11,M,3,0,136
0,12,M,1,1,232
0,13,F,2,0,112
0,14,M,3,0,113
0,15,M,0,1,207
0,16,M,5,1,216
0,17,M,4,1,304
0,18,M,3,1,208
0,19,M,1,1,208
1,0,GH,4,0,256
1,1,GH,5,1,216
1,2,GH,0,1,232
1,3,GH,4,1,385
1,4,RH,0,0,128
1,5,RH,2,1,175
1,6,RH,5,1,248
1,7,RH,4,1,288
1,8,GH,3,0,113
1,9,RH,5,0,104
1,10,RH,2,1,192
1,11,GH,3,0,111
1,12,RH,2,0,136
1,13,GH,3,0,144
1,14,RH,1,0,120
1,15,RH,4,1,184
1,16,RH,2,1,216
1,17,GH,5,0,128
1,18,RH,3,0,184
1,19,RH,1,1,192
2,0,M,5,1,335
2,1,RH,2,0,105
2,2,M,0,0,103
2,3,GH,3,1,256
2,4,F,1,0,264
2,5,GH,5,0,153
2,6,M,4,1,183
2,7,GH,0,1,256
2,8,M,5,1,304
2,9,GH,5,1,184
2,10,F,0,0,88
2,11,GH,2,0,184
2,12,F,3,0,168
2,13,RH,0,1,200
2,14,M,2,0,112
2,15,RH,3,0,105
2,16,M,3,0,152
2,17,RH,1,0,120
2,18,M,4,0,128
2,19,RH,0,0,72
2,20,F,2,1,351
2,21,RH,2,1,265
2,22,M,4,0,64
2,23,GH,1,1,279
2,24,M,3,1,280
2,25,RH,2,0,104
2,26,M,0,0,88
2,27,GH,4,1,280
2,28,F,5,0,120
2,29,RH,3,1,209
2,30,M,1,0,128
2,31,RH,1,0,72
2,32,M,5,0,183
2,33,RH,3,0,57
2,34,M,1,0,160
2,35,RH,0,0,103
2,36,F,4,1,239
2,37,GH,1,0,145
2,38,M,5,1,255
2,39,GH,2,1,248
3,0,M,4,1,335
3,1,RH,2,0,135
3,2,F,2,1,304
3,3,RH,4,1,240
3,4,F,1,1,200
3,5,GH,2,0,121
3,6,F,4,0,167
3,7,GH,3,0,177
3,8,M,3,1,175
3,9,GH,1,1,273
3,10,M,5,1,239
3,11,RH,2,0,112
3,12,M,3,0,129
3,13,GH,0,1,232
3,14,M,2,1,263
3,15,GH,2,1,224
3,16,F,1,0,104
3,17,RH,3,1,241
3,18,F,5,1,215
3,19,GH,1,0,184
3,20,M,4,1,249
3,21,GH,2,1,224
3,22,M,2,1,256
3,23,RH,4,0,63
3,24,M,3,0,160
3,25,RH,3,0,120
3,26,M,0,0,176
3,27,GH,5,1,297
3,28,M,2,1,239
3,29,RH,1,0,145
3,30,M,1,0,159
3,31,GH,5,1,249
3,32,F,3,0,111
3,33,RH,0,1,336
3,34,F,5,1,304
3,35,GH,2,0,72
3,36,F,0,0,128
3,37,RH,3,1,345
3,38,F,2,1,272
3,39,GH,0,0,87
4,0,F,2,1,304
4,1,M,5,0,143
4,2,F,3,0,65
4,3,F,1,0,488
4,4,F,2,1,167
4,5,F,4,1,360
4,6,F,0,1,175
4,7,F,2,1,297
4,8,M,0,0,88
4,9,M,1,1,240
4,10,F,2,0,120
4,11,F,3,1,240
4,12,F,2,1,231
4,13,M,5,0,145
4,14,F,0,0,96
4,15,M,1,0,183
4,16,M,3,1,249
4,17,F,2,0,120
4,18,F,3,1,256
4,19,F,2,1,288
5,0,F,5,0,279
5,1,RH,5,0,144
5,2,M,3,1,264
5,3,RH,1,1,264
5,4,F,1,0,96
5,5,RH,4,0,136
5,6,F,0,0,136
5,7,GH,3,1,304
5,8,M,3,0,112
5,9,GH,1,0,72
5,10,M,1,0,160
5,11,GH,2,0,143
5,12,F,3,1,321
5,13,GH,0,1,167
5,14,M,4,0,159
5,15,RH,1,1,296
5,16,F,5,0,168
5,17,RH,0,0,95
5,18,F,2,0,97
5,19,RH,1,0,119
5,20,F,3,0,176
5,21,RH,5,0,144
5,22,M,1,1,224
5,23,RH,4,1,247
5,24,M,0,1,296
5,25,RH,3,1,207
5,26,F,1,0,105
5,27,GH,1,1,280
5,28,F,0,1,224
5,29,RH,0,0,128
5,30,M,2,1,239
5,31,RH,2,1,257
5,32,F,0,0,119
5,33,GH,4,1,225
5,34,F,1,1,264
5,35,RH,2,0,119
5,36,M,0,1,215
5,37,GH,3,0,137
5,38,F,2,1,223
5,39,GH,1,1,248
6,0,M,3,0,1127
6,1,RH,0,1,256
6,2,F,1,0,72
6,3,RH,1,0,152
6,4,F,4,0,96
6,5,GH,2,1,281
6,6,F,3,1,208
6,7,GH,1,0,200
6,8,F,0,1,232
6,9,RH,3,0,144
6,10,M,2,1,304
6,11,RH,2,2,328
6,12,M,4,1,240
6,13,RH,4,1,232
6,14,F,2,0,112
6,15,GH,3,1,255
6,16,M,0,0,136
6,17,GH,5,0,104
6,18,M,5,0,136
6,19,GH,1,0,104
6,20,F,0,1,313
6,21,RH,4,0,120
6,22,F,3,0,80
6,23,GH,5,1,272
6,24,M,4,0,192
6,25,RH,0,1,232
6,26,M,5,1,232
6,27,GH,3,0,144
6,28,M,1,0,136
6,29,RH,4,1,232
6,30,M,5,1,264
6,31,GH,1,0,120
6,32,F,3,1,240
6,33,GH,3,1,272
6,34,M,5,0,104
6,35,RH,2,1,264
6,36,F,0,0,152
6,37,RH,5,0,72
6,38,M,3,1,200
6,39,GH,2,0,232
