0,0,M,1,1,1176
0,1,F,2,0,47
0,2,F,1,1,151
0,3,F,2,1,168
0,4,M,1,0,120
0,5,F,3,0,64
0,6,F,1,1,168
0,7,M,3,0,112
0,8,F,0,0,72
0,9,M,4,0,104
0,10,F,1,0,81
0,11,F,4,1,199
0,12,F,3,1,192
0,13,M,0,0,72
0,14,F,3,0,111
0,15,F,2,1,192
0,16,F,1,1,192
0,17,M,3,0,56
0,18,F,4,0,128
0,19,M,5,0,64
1,0,RH,2,1,335
1,1,GH,5,0,17
1,2,GH,3,0,151
1,3,GH,2,1,176
1,4,RH,0,0,80
1,5,GH,5,0,96
1,6,GH,0,1,168
1,7,RH,5,0,112
1,8,RH,4,1,175
1,9,GH,5,0,56
1,10,GH,1,1,184
1,11,RH,4,0,120
1,12,RH,1,1,184
1,13,GH,0,0,64
1,14,RH,2,0,120
1,15,RH,5,1,184
1,16,RH,2,1,184
1,17,GH,1,0,32
1,18,RH,0,0,152
1,19,GH,3,0,31
2,0,M,2,0,175
2,1,RH,2,0,191
2,2,F,5,1,201
2,3,GH,1,0,48
2,4,M,2,1,193
2,5,GH,0,1,192
2,6,M,1,1,192
2,7,RH,3,0,128
2,8,F,2,1,184
2,9,RH,4,1,184
2,10,F,3,1,175
2,11,GH,5,0,73
2,12,F,2,0,112
2,13,GH,4,0,87
2,14,M,1,1,184
2,15,RH,2,0,104
2,16,F,3,1,191
2,17,GH,4,0,96
2,18,M,1,1,199
2,19,RH,1,0,88
2,20,M,3,0,105
2,21,GH,5,1,175
2,22,F,1,0,103
2,23,GH,0,0,81
2,24,M,2,1,184
2,25,RH,5,0,104
2,26,M,4,0,96
2,27,GH,1,1,192
2,28,F,5,0,120
2,29,GH,5,0,88
2,30,M,2,1,191
2,31,GH,2,1,208
2,32,F,4,0,136
2,33,RH,1,1,192
2,34,F,0,1,184
2,35,GH,2,0,73
2,36,M,1,1,200
2,37,GH,1,1,175
2,38,M,4,1,192
2,39,RH,5,0,113
3,0,M,3,0,208
3,1,RH,0,0,111
3,2,F,1,1,200
3,3,GH,3,0,80
3,4,F,2,0,137
3,5,GH,1,0,63
3,6,M,4,1,185
3,7,GH,5,1,184
3,8,F,2,0,159
3,9,RH,1,1,199
3,10,M,0,0,25
3,11,RH,3,1,200
3,12,M,5,0,191
3,13,GH,2,1,216
3,14,F,4,0,119
3,15,RH,1,1,209
3,16,M,1,0,103
3,17,RH,0,0,111
3,18,M,3,0,96
3,19,GH,4,1,224
3,20,F,0,0,137
3,21,RH,1,1,224
3,22,F,1,1,199
3,23,RH,4,1,202
3,24,M,5,0,112
3,25,GH,1,1,199
3,26,M,4,1,192
3,27,GH,5,1,208
3,28,F,0,0,95
3,29,GH,0,0,113
3,30,F,2,0,120
3,31,GH,3,0,104
3,32,F,4,0,104
3,33,RH,4,0,256
3,34,F,5,1,224
3,35,RH,3,1,215
3,36,M,0,0,32
3,37,RH,5,1,209
3,38,M,2,0,167
3,39,GH,4,1,201
4,0,F,0,0,176
4,1,F,1,0,176
4,2,F,5,1,192
4,3,M,3,0,64
4,4,M,4,1,208
4,5,M,5,1,208
4,6,M,1,1,192
4,7,F,2,0,111
4,8,M,4,0,89
4,9,F,2,0,103
4,10,M,4,0,97
4,11,M,0,1,208
4,12,F,4,0,103
4,13,M,0,0,103
4,14,M,1,1,209
4,15,M,2,1,200
4,16,F,4,0,104
4,17,M,3,0,104
4,18,M,5,1,199
4,19,M,0,1,209
5,0,F,1,0,184
5,1,GH,4,1,208
5,2,M,0,0,88
5,3,RH,1,1,208
5,4,M,3,1,207
5,5,RH,2,1,216
5,6,M,0,1,200
5,7,GH,4,0,104
5,8,M,5,0,96
5,9,GH,3,0,96
5,10,M,3,0,113
5,11,RH,4,1,200
5,12,F,0,0,112
5,13,GH,1,1,208
5,14,M,2,0,104
5,15,GH,2,0,128
5,16,M,0,0,88
5,17,GH,4,0,143
5,18,F,4,1,208
5,19,RH,2,0,89
5,20,M,3,1,224
5,21,RH,0,1,216
5,22,M,2,1,200
5,23,GH,4,0,135
5,24,M,4,0,80
5,25,RH,3,1,217
5,26,M,2,1,216
5,27,RH,0,1,288
5,28,F,0,0,87
5,29,RH,4,0,104
5,30,F,4,0,105
5,31,GH,5,1,207
5,32,F,3,1,201
5,33,GH,1,1,200
5,34,F,1,1,208
5,35,RH,0,0,136
5,36,F,3,0,64
5,37,GH,4,1,208
5,38,F,0,1,207
5,39,RH,5,0,111
6,0,M,0,0,183
6,1,RH,5,1,209
6,2,M,5,2,256
6,3,GH,1,0,136
6,4,M,3,0,88
6,5,RH,2,1,216
6,6,F,5,0,111
6,7,RH,1,0,97
6,8,M,4,1,216
6,9,RH,4,1,200
6,10,F,1,0,104
6,11,RH,5,0,96
6,12,F,5,0,104
6,13,RH,4,0,103
6,14,M,4,1,209
6,15,RH,1,1,208
6,16,F,5,0,104
6,17,GH,5,1,216
6,18,F,2,1,200
6,19,RH,0,0,136
6,20,F,1,0,64
6,21,GH,1,1,191
6,22,M,4,0,160
6,23,RH,3,2,225
6,24,M,2,1,296
6,25,RH,2,1,216
6,26,F,0,0,96
6,27,GH,3,1,208
6,28,M,1,0,136
6,29,GH,0,0,56
6,30,F,0,1,191
6,31,GH,4,1,217
6,32,F,5,1,200
6,33,GH,0,1,216
6,34,M,2,0,168
6,35,GH,3,0,25
6,36,M,4,0,190
6,37,GH,4,0,49
6,38,F,0,1,216
6,39,GH,3,1,217
