0,0,F,0,0,712
0,1,F,3,1,167
0,2,M,2,0,72
0,3,F,5,0,104
0,4,F,0,1,192
0,5,F,2,0,376
0,6,M,1,0,8
0,7,F,5,1,272
0,8,F,0,1,184
0,9,F,3,1,200
0,10,M,5,0,72
0,11,M,2,1,168
0,12,F,5,0,144
0,13,M,0,0,40
0,14,F,1,1,264
0,15,F,2,1,200
0,16,F,3,1,184
0,17,M,2,0,80
0,18,F,5,0,104
0,19,F,0,1,192
1,0,RH,2,1,352
1,1,RH,4,2,312
1,2,GH,1,0,120
1,3,GH,2,1,192
1,4,GH,3,1,176
1,5,GH,0,1,208
1,6,RH,5,0,152
1,7,RH,3,1,216
1,8,GH,4,0,24
1,9,RH,2,1,296
1,10,RH,0,1,209
1,11,GH,5,0,72
1,12,GH,0,1,200
1,13,RH,4,1,304
1,14,RH,0,1,224
1,15,RH,2,1,232
1,16,GH,5,0,40
1,17,RH,3,0,168
1,18,RH,0,2,312
1,19,RH,1,1,200
2,0,F,4,1,336
2,1,RH,2,1,232
2,2,M,3,0,40
2,3,GH,3,0,176
2,4,F,1,0,119
2,5,RH,5,1,216
2,6,M,0,0,64
2,7,RH,0,0,160
2,8,M,1,0,40
2,9,RH,4,1,272
2,10,F,4,1,216
2,11,RH,0,1,200
2,12,M,1,0,48
2,13,RH,4,0,176
2,14,F,5,1,352
2,15,RH,2,1,200
2,16,F,3,1,200
2,17,GH,5,0,104
2,18,F,0,0,144
2,19,RH,2,1,312
2,20,M,1,0,56
2,21,RH,3,0,136
2,22,M,0,0,56
2,23,RH,1,1,320
2,24,M,3,0,168
2,25,GH,2,1,160
2,26,M,0,1,216
2,27,RH,0,0,160
2,28,M,5,0,216
2,29,RH,2,0,128
2,30,M,1,0,40
2,31,RH,3,0,136
2,32,F,3,2,480
2,33,GH,0,0,120
2,34,M,0,1,176
2,35,GH,3,1,224
2,36,M,5,1,224
2,37,RH,5,0,136
2,38,M,4,0,40
2,39,GH,0,1,192
3,0,F,3,1,319
3,1,GH,0,0,136
3,2,F,4,0,96
3,3,GH,4,0,96
3,4,F,3,0,112
3,5,RH,5,1,216
3,6,M,2,0,88
3,7,GH,2,1,200
3,8,F,3,0,160
3,9,GH,5,0,48
3,10,F,4,1,256
3,11,GH,0,0,176
3,12,F,2,0,120
3,13,GH,2,0,96
3,14,M,0,1,256
3,15,RH,3,0,136
3,16,M,3,0,112
3,17,GH,2,1,208
3,18,M,4,1,184
3,19,GH,0,1,232
3,20,F,3,0,168
3,21,RH,4,1,232
3,22,M,1,0,72
3,23,RH,2,0,128
3,24,M,5,0,80
3,25,RH,1,0,168
3,26,M,3,0,72
3,27,GH,5,1,200
3,28,M,4,0,192
3,29,RH,0,0,104
3,30,F,3,1,216
3,31,RH,3,1,232
3,32,M,5,0,64
3,33,RH,2,0,192
3,34,M,2,0,16
3,35,GH,5,0,200
3,36,F,0,0,128
3,37,RH,0,1,256
3,38,M,3,0,96
3,39,RH,1,0,120
4,0,F,5,0,175
4,1,M,2,0,152
4,2,M,0,1,224
4,3,M,4,1,216
4,4,F,5,0,56
4,5,F,4,1,208
4,6,F,0,0,184
4,7,M,1,0,136
4,8,M,0,1,208
4,9,M,4,2,264
4,10,F,1,0,184
4,11,F,2,1,208
4,12,M,0,1,320
4,13,M,3,1,216
4,14,F,1,0,80
4,15,F,4,1,200
4,16,F,3,1,217
4,17,F,2,0,216
4,18,F,0,1,200
4,19,M,1,1,288
5,0,M,5,1,327
5,1,RH,4,1,216
5,2,M,0,2,304
5,3,GH,3,0,128
5,4,F,1,1,200
5,5,RH,0,0,136
5,6,M,2,1,208
5,7,RH,3,1,200
5,8,F,1,0,16
5,9,GH,1,1,184
5,10,M,0,1,200
5,11,RH,2,1,186
5,12,M,1,1,278
5,13,RH,0,1,216
5,14,M,0,1,207
5,15,RH,5,1,200
5,16,M,5,1,232
5,17,GH,3,0,17
5,18,M,2,1,216
5,19,GH,2,0,207
5,20,M,4,0,136
5,21,GH,1,0,80
5,22,F,2,1,192
5,23,GH,5,1,232
5,24,M,5,0,168
5,25,GH,3,0,40
5,26,F,0,0,168
5,27,RH,2,0,136
5,28,F,5,0,80
5,29,GH,3,1,208
5,30,M,1,1,320
5,31,GH,1,0,88
5,32,F,0,1,192
5,33,RH,0,1,296
5,34,F,2,0,104
5,35,GH,1,1,208
5,36,F,0,1,216
5,37,GH,4,0,176
5,38,M,3,0,128
5,39,GH,2,0,80
6,0,F,2,0,143
6,1,RH,4,0,128
6,2,F,0,0,112
6,3,RH,5,0,96
6,4,M,5,1,240
6,5,GH,2,0,72
6,6,M,0,0,137
6,7,RH,0,2,256
6,8,F,1,0,208
6,9,RH,5,0,169
6,10,F,0,0,48
6,11,RH,1,1,328
6,12,M,2,1,247
6,13,RH,3,1,225
6,14,M,0,1,239
6,15,RH,2,2,440
6,16,F,5,0,120
6,17,RH,5,0,137
6,18,M,1,1,232
6,19,GH,4,0,79
6,20,M,5,0,145
6,21,RH,3,1,223
6,22,F,4,0,64
6,23,GH,0,1,255
6,24,M,0,0,151
6,25,GH,5,0,97
6,26,F,2,1,232
6,27,GH,0,1,223
6,28,F,0,0,193
6,29,RH,3,0,119
6,30,F,3,0,144
6,31,GH,5,1,256
6,32,F,1,1,216
6,33,GH,1,1,208
6,34,M,3,1,409
6,35,GH,5,0,71
6,36,M,5,0,184
6,37,GH,4,0,136
6,38,F,0,1,256
6,39,GH,1,1,184
